Question,True Answer,answers,MCQs,3_MC,2_MC
北洋政府的刑法典是？,《暂行新刑律》,"['《暂行刑律》', '《中华民国刑法》', '《暂行现行刑律》']",请选择一个正确选项。北洋政府的刑法典是？：A 《暂行新刑律》 ，B 《暂行刑律》 ，C 《中华民国刑法》，D 《暂行现行刑律》。只能选择一个选项，禁止解释。,请选择一个正确选项。北洋政府的刑法典是？：A 《暂行刑律》 ，B  《中华民国刑法》 ，C 《暂行新刑律》。只能选择一个选项，禁止解释。,请选择一个正确选项。北洋政府的刑法典是？：A 《暂行刑律》 ，B 《暂行新刑律》。只能选择一个选项，禁止解释。
在南京国民政府的法律体系中，所占比重很大、地位极隆的是？,行政法,"['民法', '刑法', '诉讼法']",请选择一个正确选项。在南京国民政府的法律体系中，所占比重很大、地位极隆的是？：A 民法 ，B 刑法 ，C 诉讼法，D 行政法。只能选择一个选项，禁止解释。,请选择一个正确选项。在南京国民政府的法律体系中，所占比重很大、地位极隆的是？：A 民法 ，B  刑法 ，C 行政法。只能选择一个选项，禁止解释。,请选择一个正确选项。在南京国民政府的法律体系中，所占比重很大、地位极隆的是？：A 民法 ，B 行政法。只能选择一个选项，禁止解释。
《中华苏维埃共和国宪法大纲》颁布于？,1931年,"['1927年', '1929年', '1930年']",请选择一个正确选项。《中华苏维埃共和国宪法大纲》颁布于？：A 1927年 ，B 1929年 ，C 1930年，D 1931年。只能选择一个选项，禁止解释。,请选择一个正确选项。《中华苏维埃共和国宪法大纲》颁布于？：A 1927年 ，B  1929年 ，C 1931年。只能选择一个选项，禁止解释。,请选择一个正确选项。《中华苏维埃共和国宪法大纲》颁布于？：A 1927年 ，B 1931年。只能选择一个选项，禁止解释。
抗日民主政权边区、县的最高权力机关是？,参议会,"['全国工农兵代表大会', '参议院', '全国人民代表大会']",请选择一个正确选项。抗日民主政权边区、县的最高权力机关是？：A 全国工农兵代表大会 ，B 参议院 ，C 全国人民代表大会，D 参议会。只能选择一个选项，禁止解释。,请选择一个正确选项。抗日民主政权边区、县的最高权力机关是？：A 全国工农兵代表大会 ，B  参议院 ，C 参议会。只能选择一个选项，禁止解释。,请选择一个正确选项。抗日民主政权边区、县的最高权力机关是？：A 全国工农兵代表大会 ，B 参议会。只能选择一个选项，禁止解释。
曾有报刊不切实际地宣传“某人民公社小麦亩产10万公斤，一棵白菜250公斤”这种宣传应出现在？,大跃进时期,"['土地革命时期', '三大改造时期', '改革开放时期']",请选择一个正确选项。曾有报刊不切实际地宣传“某人民公社小麦亩产10万公斤，一棵白菜250公斤”这种宣传应出现在？：A 土地革命时期 ，B 三大改造时期 ，C 大跃进时期，D 改革开放时期。只能选择一个选项，禁止解释。,请选择一个正确选项。曾有报刊不切实际地宣传“某人民公社小麦亩产10万公斤，一棵白菜250公斤”这种宣传应出现在？：A 土地革命时期 ，B  三大改造时期 ，C 大跃进时期。只能选择一个选项，禁止解释。,请选择一个正确选项。曾有报刊不切实际地宣传“某人民公社小麦亩产10万公斤，一棵白菜250公斤”这种宣传应出现在？：A 土地革命时期 ，B 大跃进时期。只能选择一个选项，禁止解释。
中共八大提出党和全国人民当前的主要任务是？,把我国从落后的农业国变为先进的工业国,"['正确处理人民内部矛盾', '把我国建设成为富强民主文明的国家', '坚持四项基本原则，坚持改革开放']",请选择一个正确选项。中共八大提出党和全国人民当前的主要任务是？：A 把我国从落后的农业国变为先进的工业国 ，B 正确处理人民内部矛盾 ，C 把我国建设成为富强民主文明的国家，D 坚持四项基本原则，坚持改革开放。只能选择一个选项，禁止解释。,请选择一个正确选项。中共八大提出党和全国人民当前的主要任务是？：A 正确处理人民内部矛盾 ，B  把我国建设成为富强民主文明的国家 ，C 把我国从落后的农业国变为先进的工业国。只能选择一个选项，禁止解释。,请选择一个正确选项。中共八大提出党和全国人民当前的主要任务是？：A 正确处理人民内部矛盾 ，B 把我国从落后的农业国变为先进的工业国。只能选择一个选项，禁止解释。
_______成为拨乱反正和改革开放的思想先导。,关于真理标准问题的大讨论,"['中共十一大宣告“文化大革命”结束', '科学地评价毛泽东和毛泽东思想的历史地位', '《解放思想，实事求是，团结一致向前看》的讲话']",请选择一个正确选项。_______成为拨乱反正和改革开放的思想先导。：A 中共十一大宣告“文化大革命”结束 ，B 关于真理标准问题的大讨论 ，C 科学地评价毛泽东和毛泽东思想的历史地位，D 《解放思想，实事求是，团结一致向前看》的讲话。只能选择一个选项，禁止解释。,请选择一个正确选项。_______成为拨乱反正和改革开放的思想先导。：A 中共十一大宣告“文化大革命”结束 ，B  科学地评价毛泽东和毛泽东思想的历史地位 ，C 关于真理标准问题的大讨论。只能选择一个选项，禁止解释。,请选择一个正确选项。_______成为拨乱反正和改革开放的思想先导。：A 中共十一大宣告“文化大革命”结束 ，B 关于真理标准问题的大讨论。只能选择一个选项，禁止解释。
中共十一届三中全会后，经济体制的改革首先在_______取得突破性的进展。,农村,"['城市', '国有企业', '经济特区']",请选择一个正确选项。中共十一届三中全会后，经济体制的改革首先在_______取得突破性的进展。：A 农村 ，B 城市 ，C 国有企业，D 经济特区。只能选择一个选项，禁止解释。,请选择一个正确选项。中共十一届三中全会后，经济体制的改革首先在_______取得突破性的进展。：A 城市 ，B  国有企业 ，C 农村。只能选择一个选项，禁止解释。,请选择一个正确选项。中共十一届三中全会后，经济体制的改革首先在_______取得突破性的进展。：A 城市 ，B 农村。只能选择一个选项，禁止解释。
_______标志着党和国家在指导思想上拨乱反正的胜利完成。,通过《关于建国以来党的若干历史问题的决议》,"['复查和平反大量冤假错案', '改正错划右派分子的案件', '决定为刘少奇同志彻底平反并恢复名誉']",请选择一个正确选项。_______标志着党和国家在指导思想上拨乱反正的胜利完成。：A 复查和平反大量冤假错案 ，B 改正错划右派分子的案件 ，C 决定为刘少奇同志彻底平反并恢复名誉，D 通过《关于建国以来党的若干历史问题的决议》。只能选择一个选项，禁止解释。,请选择一个正确选项。_______标志着党和国家在指导思想上拨乱反正的胜利完成。：A 复查和平反大量冤假错案 ，B  改正错划右派分子的案件 ，C 通过《关于建国以来党的若干历史问题的决议》。只能选择一个选项，禁止解释。,请选择一个正确选项。_______标志着党和国家在指导思想上拨乱反正的胜利完成。：A 复查和平反大量冤假错案 ，B 通过《关于建国以来党的若干历史问题的决议》。只能选择一个选项，禁止解释。
河姆渡和半坡原始居民过上定居生活的最主要原因?,农业生产的出现,"['火的使用', '建造房屋', '使用陶器']",请选择一个正确选项。河姆渡和半坡原始居民过上定居生活的最主要原因?：A 农业生产的出现 ，B 火的使用 ，C 建造房屋，D 使用陶器。只能选择一个选项，禁止解释。,请选择一个正确选项。河姆渡和半坡原始居民过上定居生活的最主要原因?：A 火的使用 ，B  建造房屋 ，C 农业生产的出现。只能选择一个选项，禁止解释。,请选择一个正确选项。河姆渡和半坡原始居民过上定居生活的最主要原因?：A 火的使用 ，B 农业生产的出现。只能选择一个选项，禁止解释。
我国是世界最早种植蔬菜的国家。下列遗址的考古发现中可为这一论断提供证据的是?,元谋人遗址,"['北京人遗址', '河姆渡人遗址', '半坡人遗址']",请选择一个正确选项。我国是世界最早种植蔬菜的国家。下列遗址的考古发现中可为这一论断提供证据的是?：A 元谋人遗址 ，B 北京人遗址 ，C 河姆渡人遗址，D 半坡人遗址。只能选择一个选项，禁止解释。,请选择一个正确选项。我国是世界最早种植蔬菜的国家。下列遗址的考古发现中可为这一论断提供证据的是?：A 北京人遗址 ，B  河姆渡人遗址 ，C 元谋人遗址。只能选择一个选项，禁止解释。,请选择一个正确选项。我国是世界最早种植蔬菜的国家。下列遗址的考古发现中可为这一论断提供证据的是?：A 北京人遗址 ，B 元谋人遗址。只能选择一个选项，禁止解释。
相传，造出衣裳 舟车 宫室等，为后世的衣食住行奠定基础的“人文始祖是？,禹,"['黄帝', '尧', '舜']",请选择一个正确选项。相传，造出衣裳 舟车 宫室等，为后世的衣食住行奠定基础的“人文始祖是？：A 黄帝 ，B 尧 ，C 舜，D 禹。只能选择一个选项，禁止解释。,请选择一个正确选项。相传，造出衣裳 舟车 宫室等，为后世的衣食住行奠定基础的“人文始祖是？：A 黄帝 ，B  尧 ，C 禹。只能选择一个选项，禁止解释。,请选择一个正确选项。相传，造出衣裳 舟车 宫室等，为后世的衣食住行奠定基础的“人文始祖是？：A 黄帝 ，B 禹。只能选择一个选项，禁止解释。
在古希腊神话中，众神经常参加人间战争。传说中国古代也有一场“风伯御风 雨神行雨”的战役。在这场战役中，炎帝 黄帝部落大败蚩尤部落。该战役发生在?,逐鹿,"['牧野', '长平', '城濮']",请选择一个正确选项。在古希腊神话中，众神经常参加人间战争。传说中国古代也有一场“风伯御风 雨神行雨”的战役。在这场战役中，炎帝 黄帝部落大败蚩尤部落。该战役发生在?：A 牧野 ，B 逐鹿 ，C 长平，D 城濮。只能选择一个选项，禁止解释。,请选择一个正确选项。在古希腊神话中，众神经常参加人间战争。传说中国古代也有一场“风伯御风 雨神行雨”的战役。在这场战役中，炎帝 黄帝部落大败蚩尤部落。该战役发生在?：A 牧野 ，B  长平 ，C 逐鹿。只能选择一个选项，禁止解释。,请选择一个正确选项。在古希腊神话中，众神经常参加人间战争。传说中国古代也有一场“风伯御风 雨神行雨”的战役。在这场战役中，炎帝 黄帝部落大败蚩尤部落。该战役发生在?：A 牧野 ，B 逐鹿。只能选择一个选项，禁止解释。
